news_id,label,human,prompt,theme sentence or passage,synthetic misinformation,generation_approach
4869,1,"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the “Wuhan lab in 2015.”  ","You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ","Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the “Wuhan lab in 2015.”  ","An image depicts a 2015 visit to the Wuhan lab by former President Barack Obama, Dr. Anthony Fauci, and Melinda Gates.",paraphrase_generation
5377,1,A video says Òthe coronavirus was invented and patented in the USA and then planted in China.Ó  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",A video says Òthe coronavirus was invented and patented in the USA and then planted in China.Ó  ,A video claims that the coronavirus was developed and patented in the United States before being introduced in China.,paraphrase_generation
5303,1,ÒAnybody that wants a test (for the coronavirus) can get a test.Ó  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",ÒAnybody that wants a test (for the coronavirus) can get a test.Ó  ,Anyone who desires a test for the coronavirus can easily obtain one.,paraphrase_generation
4532,1,The reason why the COVID-19 mortality rate and cases have decreased is due to preexisting immunity from T cells  instant download http://drberg.com/covid-waves covid-19 first and second wave)here are references:1. swedish study about memory t cells and long term .... ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",The reason why the COVID-19 mortality rate and cases have decreased is due to preexisting immunity from T cells  instant download http://drberg.com/covid-waves covid-19 first and second wave)here are references:1. swedish study about memory t cells and long term .... ,"1. swedish study about memory t cells and long term immunity. 2. sarzin study with rna blood test showing 40% of population had antibodies in july 2020, and only 10% of these people got sick. 3. study from china about 80% reduction of symptoms in people with high igg levels, 4. study showing 16% of hospitalized people had no symptoms, but had high igg and igm levels.",paraphrase_generation
5092,1,"Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore.  ","You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ","Says that under order from Gov. Tony Evers, he and his eight children canÕt legally have dinner together anymore.  ","The family lives in a small home in Monroe, and on Monday, the Wisconsin Department of Health Services informed them that they are no longer allowed to share meals together. The DHS cited an executive order signed by Evers in April that requires people who live together to have separate food preparation and storage areas to prevent the spread of COVID-19.  

ÒWeÕve always had dinner together as a family, and now we canÕt,Ó said Sally Jones, 45, a stay-at-home mom. ÒItÕs heartbreaking.Ó  

Jones said the family has been following all the necessary guidelines to prevent the spread of the virus, including social distancing and wearing masks when they are in the same room.  

ÒOur house is small, so itÕs hard to have separate food preparation areas,Ó Jones said. ÒAnd weÕre a tight-knit family. We want to be together during this difficult time.Ó  

Jones said she is concerned that the new rule could actually increase the spread of COVID-19, as families may be less likely to follow guidelines if they canÕt be together.  

ÒIf we canÕt be together as a family, whatÕs the point of following the guidelines?Ó Jones asked. ÒItÕs demoralizing.Ó  

The DHS did not respond to requests for comment on Tuesday.",paraphrase_generation
5111,1,Russian President Putin released 500 lions onto the streets to keep people indoors.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Russian President Putin released 500 lions onto the streets to keep people indoors.  ,Russian President Putin set free 500 lions in the streets to encourage people to stay at home.,paraphrase_generation
4999,1,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.  ,"Nostradamus, in a 1551 passage, supposedly foretold the coronavirus outbreak by mentioning a plague originating from the east.",paraphrase_generation
4622,1,A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.” see more of ben gilberti on facebook.  they feel like they 're being crucified by being required to stay at home. hence they 're protesting in this manner. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.” see more of ben gilberti on facebook.  they feel like they 're being crucified by being required to stay at home. hence they 're protesting in this manner. ,this is a good way of showing how much they 're against it. they 're saying staying at home is the worse thing that could happen to them.  the picture shows three men on crosses who are protesting this policy of being required to stay at home.  they feel like they 're being crucified by being required to stay at home. hence they 're protesting in this manner.  this is a good way of showing how much they 're against it. they 're saying staying at home is the worse thing that could happen to them.,paraphrase_generation
4675,1,Wisconsin Governor Tony Evers’ administration deemed dentists non-essential. we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Wisconsin Governor Tony Evers’ administration deemed dentists non-essential. we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter.  ,"Although Wisconsin lawmakers are looking into the issue, dental care for adults on Medicaid remains unavailable. This is a direct result of Governor Evers’ decision to classify dentists as non-essential.

The repercussions of this decision are being felt across the state, with some citizens resorting to pulling their own teeth due to the lack of available dental care. As a result, emergency rooms are experiencing an influx of patients with dental issues, further straining an already overburdened system.

Governor Evers’ decision to classify dentists as non-essential has also had a negative impact on the state’s economy, with dental clinics closing and laying off staff. This has led to a ripple effect, as dental suppliers and other businesses that relied on the dental industry for revenue are also suffering.

It's important to note that Governor Evers' decision was not made without opposition. State lawmakers, dental professionals, and citizens alike have voiced their concerns over the detrimental effects of this decision on the health and well-being of Wisconsin's residents. Despite these concerns, the administration has yet to reconsider its stance on the matter.",paraphrase_generation
5298,1,Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.  ,Vietnam was the pioneer in creating and implementing a swift diagnostic test for SARS and COVID-19.,paraphrase_generation
5419,1,"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.  ","You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ","Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated.  ","Scripps urgent care facility in San Diego has been placed on lockdown, with two individuals who have contracted the new coronavirus being isolated.",paraphrase_generation
5326,1,Pope Francis and his two aides have been infected with the new coronavirus pope francis shows a bruise around his left eye and eyebrow caused by an accidental hit against the popemobile 's window glass while visiting the old sector of cartagena colombia on september 10 2017. pope francis who canceled a lent retreat for the first time in his papacy because he is suffering from a cold has tested negative for coronavirus the italian newspaper il messaggero reported on tuesday. vatican spokesman matteo bruni said he had no immediate comment on the report. the 83-yea.  pope francis who canceled a lent retreat for the first time in his papacy because he is suffering from a cold has tested negative for coronavirus the italian newspaper il messaggero reported on tuesday .. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Pope Francis and his two aides have been infected with the new coronavirus pope francis shows a bruise around his left eye and eyebrow caused by an accidental hit against the popemobile 's window glass while visiting the old sector of cartagena colombia on september 10 2017. pope francis who canceled a lent retreat for the first time in his papacy because he is suffering from a cold has tested negative for coronavirus the italian newspaper il messaggero reported on tuesday. vatican spokesman matteo bruni said he had no immediate comment on the report. the 83-yea.  pope francis who canceled a lent retreat for the first time in his papacy because he is suffering from a cold has tested negative for coronavirus the italian newspaper il messaggero reported on tuesday .. ,pope francis who canceled a lent retreat for the first time in his papacy because he is suffering from a cold has tested negative for coronavirus the italian newspaper il messaggero reported on tuesday.,paraphrase_generation
4719,1,Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.  enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.  enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.,paraphrase_generation
4796,1,Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died. elisa granato the first volunteer who availed herself in oxford for a jab in the first europe human trial of a vaccine to protect against the coronavirus pandemic has died. she died two days after the vaccine was administered authorities have said and added that an investigation into the cause of the death has been initiated. a statement by the researchers said elisa had complications few hours after taking the vaccine and died while on admission. elisa granato who is a scientist was one.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died. elisa granato the first volunteer who availed herself in oxford for a jab in the first europe human trial of a vaccine to protect against the coronavirus pandemic has died. she died two days after the vaccine was administered authorities have said and added that an investigation into the cause of the death has been initiated. a statement by the researchers said elisa had complications few hours after taking the vaccine and died while on admission. elisa granato who is a scientist was one.  ,of the first few people to be vaccinated in the uk in the trial and had shown signs of recovery before her sudden demise.,paraphrase_generation
4585,1,“In a very real sense (Oklahoma has) flattened the curve. … The number of cases in Oklahoma — it’s declined precipitously.” donald trump 00:00 alex azar secretary of housing and urban development ben carson who by the way was fantastic over the weekend in various interviews you did ben. really good job. i appreciate it. secretary of veterans affairs robert wilkie administrator seema verma chief postal inspector of the united states postal inspection service gary barksdale. garys done a great job especially with spotting drugs coming into our country. he s done a fantastic job. my administration is w.  donald trump held a roundtable on june 15 called fighting for america 's seniors. he also talked about his upcoming executive order on police reform his upcoming tulsa rally and the historic lgbt supreme court ruling. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",“In a very real sense (Oklahoma has) flattened the curve. … The number of cases in Oklahoma — it’s declined precipitously.” donald trump 00:00 alex azar secretary of housing and urban development ben carson who by the way was fantastic over the weekend in various interviews you did ben. really good job. i appreciate it. secretary of veterans affairs robert wilkie administrator seema verma chief postal inspector of the united states postal inspection service gary barksdale. garys done a great job especially with spotting drugs coming into our country. he s done a fantastic job. my administration is w.  donald trump held a roundtable on june 15 called fighting for america 's seniors. he also talked about his upcoming executive order on police reform his upcoming tulsa rally and the historic lgbt supreme court ruling. ,president donald trump has unveiled a new executive order to ensure that federal government contractors comply with anti-discrimination laws. the order prohibits discrimination based on sexual orientation and gender identity. it also includes a religious exemption allowing contractors to make employment decisions based on religious beliefs. the move comes after the supreme court ruled in favor of a baker who refused to make a wedding cake for a same-sex couple. the president signed the executive order in the oval office with attorney general william barr and secretary of labor alexander acosta by his side. he did not take questions from reporters.,paraphrase_generation
5034,1,World Economic Forum is a Òfascist cabalÓ manipulating coronavirus.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",World Economic Forum is a Òfascist cabalÓ manipulating coronavirus.  ,"The World Economic Forum is a ""fascist cabal"" that is secretly controlling the coronavirus outbreak.",paraphrase_generation
4906,1,AmazonÕs Alexa says the government released the coronavirus.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",AmazonÕs Alexa says the government released the coronavirus.  ,Amazon's Alexa has claimed that the government is responsible for releasing the coronavirus.,paraphrase_generation
4726,1,Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.  ,A video from the Trump campaign suggesting that the president's travel restrictions on China had saved two million lives.,paraphrase_generation
4636,1,“If you look at the one (hydroxychloroquine) survey the only bad survey they were giving it to people that were in very bad shape. They were very old. Almost dead.” donald trump 00:00 and a lot of good things have come out about the hydroxy. a lot of good things have come out. and you d be surprised at how many people are taking it especially the frontline workers before you catch it. the frontline workers many many are taking it. i happen to be taking it. i happen to be taking it. donald trump 00:20 i m taking it hydroxychloroquine. right now. yeah. couple of weeks ago i started taking it. because i think its good. i ve heard a lot of good.  transcript donald trump said today that he started taking hydroxychloroquine a couple of weeks ago and that many front line doctors and workers are taking it. he explained that he 's heard a lot of good stories about it and that he 's not gon na get hurt by it. read the transcript here. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",“If you look at the one (hydroxychloroquine) survey the only bad survey they were giving it to people that were in very bad shape. They were very old. Almost dead.” donald trump 00:00 and a lot of good things have come out about the hydroxy. a lot of good things have come out. and you d be surprised at how many people are taking it especially the frontline workers before you catch it. the frontline workers many many are taking it. i happen to be taking it. i happen to be taking it. donald trump 00:20 i m taking it hydroxychloroquine. right now. yeah. couple of weeks ago i started taking it. because i think its good. i ve heard a lot of good.  transcript donald trump said today that he started taking hydroxychloroquine a couple of weeks ago and that many front line doctors and workers are taking it. he explained that he 's heard a lot of good stories about it and that he 's not gon na get hurt by it. read the transcript here. ,"If you look at the one (hydroxychloroquine) survey the only bad survey they were giving it to people that were in very bad shape. They were very old. Almost dead. And a lot of good things have come out about the hydroxy. A lot of good things have come out. And you'd be surprised at how many people are taking it, especially the frontline workers before you catch it. The frontline workers, many, many are taking it. I happen to be taking it. I happen to be taking it. Donald Trump 00:00 I'm taking it, hydroxychloroquine. Right now. Yeah. Couple of weeks ago I started taking it. Because I think it's good. I've heard a lot of good.

Transcript Donald Trump said today that he started taking hydroxychloroquine a couple of weeks ago and that many frontline doctors and workers are taking it. He explained that he's heard a lot of good stories about it and that he's not gonna get hurt by it. Read the transcript here.",paraphrase_generation
5251,1,ÒItÕs actually the safest time to fly.Ó thousands of flights around the world have been canceled due to the novel coronavirus. this has decreased the number of people that can be found in international airports in countries like south korea china and italy. the international air transport association has predicted a 29.3 billion loss in passenger revenue this year because of covid-19. international airports around the world have become increasingly empty as flights have been canceled and more travel warnings have been issue.  the international air transport association has predicted a 29.3 billion loss in passenger revenue this year because of covid-19 .. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",ÒItÕs actually the safest time to fly.Ó thousands of flights around the world have been canceled due to the novel coronavirus. this has decreased the number of people that can be found in international airports in countries like south korea china and italy. the international air transport association has predicted a 29.3 billion loss in passenger revenue this year because of covid-19. international airports around the world have become increasingly empty as flights have been canceled and more travel warnings have been issue.  the international air transport association has predicted a 29.3 billion loss in passenger revenue this year because of covid-19 .. ,the world health organization has advised countries to continue with travel restrictions and to not resume flights to and from italy and south korea.  the world health organization has advised countries to continue with travel restrictions and to not resume flights to and from italy and south korea.,paraphrase_generation
4789,1,Late herbalist known as “Dr. Sebi” was correct in saying viruses don’t exist. see more of keith bennett on facebook.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Late herbalist known as “Dr. Sebi” was correct in saying viruses don’t exist. see more of keith bennett on facebook.  ,Dr. Sebi was a well-known herbalist who made the claim that viruses dont exist. You can find out more about him on Facebook.,paraphrase_generation
5361,1,CDC issued facial hair recommendation for novel coronavirus prevention. cnn as fears grow about the spread of novel coronavirus there 's increasing demand for facial masks. but there 's something that can interfere with how effective those are -- and that 's facial hair. side whiskers soul patches lampshades and handlebar moustaches are good to go according to a 2017 centers for disease control and prevention infographic on filtering facepiece respirators. but styles like long stubble a beard the dali and mutton chops are not recommended because they are likel.  as fears grow about the spread of novel coronavirus there 's increasing demand for facial masks. but there 's something that can interfere with how effective those are -- and that 's facial hair. ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",CDC issued facial hair recommendation for novel coronavirus prevention. cnn as fears grow about the spread of novel coronavirus there 's increasing demand for facial masks. but there 's something that can interfere with how effective those are -- and that 's facial hair. side whiskers soul patches lampshades and handlebar moustaches are good to go according to a 2017 centers for disease control and prevention infographic on filtering facepiece respirators. but styles like long stubble a beard the dali and mutton chops are not recommended because they are likel.  as fears grow about the spread of novel coronavirus there 's increasing demand for facial masks. but there 's something that can interfere with how effective those are -- and that 's facial hair. ,side whiskers soul patches lampshades and handlebar moustaches are good to go according to a 2017 centers for disease control and prevention infographic on filtering facepiece respirators. but styles like long stubble a beard the dali and mutton chops are not recommended because they are likel.,paraphrase_generation
5165,1,Obama family flown to private island to escape coronavirus pandemic. reach into your pocket or purse and pull put the wallet you carry when you go patriotically shopping at your nearest american small business or gun store. is there thirty billion dollars in there. no. then your last name is nt obama and you do nt own your own private safe island where you and your family and friends can wait out any crisis that the unwashed masses have to suffer through. two days ago while you and i were washing our hands and not going to the theater to see whatever terr.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Obama family flown to private island to escape coronavirus pandemic. reach into your pocket or purse and pull put the wallet you carry when you go patriotically shopping at your nearest american small business or gun store. is there thirty billion dollars in there. no. then your last name is nt obama and you do nt own your own private safe island where you and your family and friends can wait out any crisis that the unwashed masses have to suffer through. two days ago while you and i were washing our hands and not going to the theater to see whatever terr.  ,Actors have to pretend to be somebody else for a living. we dont. we get to be ourselves and suffer the consequences of our actions. and the obamas have been acting for a long time. so they got their own island. and they got away. while we stay here and suffer.,paraphrase_generation
5049,1,"Says for otherwise healthy people Òexperiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis É only high temperatures kill a virus, so let your fever run high,Ó but not over 103 or 104 degrees F.  ","You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ","Says for otherwise healthy people Òexperiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis É only high temperatures kill a virus, so let your fever run high,Ó but not over 103 or 104 degrees F.  ",People who have chronic illnesses or compromised immune systems need to take more precautions and be more aggressive with treatment,paraphrase_generation
4956,1,Coronavirus will be exterminated if lockdowns are lifted.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Coronavirus will be exterminated if lockdowns are lifted.  ,"1. Coronavirus could be eliminated if restrictions are removed.  
2. Coronavirus will vanish if lockdowns are ended.",paraphrase_generation
5435,1,A post says the coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",A post says the coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó  ,"The post claims that vitamin C can neutralize the virus and prevent it from invading healthy cells.  
Critics of the post argue that there is no scientific evidence to support these claims and that the post is misleading.  
They say that vitamin C may help to boost the immune system, but it is not a cure for the virus.  
The World Health Organization (WHO) has not recommended the use of high doses of vitamin C as a treatment for the coronavirus.  
The post also claims that the media is not reporting on the benefits of vitamin C, but many credible news sources have reported on the potential benefits of vitamin C in the context of the virus.  
It is important to rely on credible sources of information when it comes to health advice, especially during a public health crisis.",paraphrase_generation
5173,1,"COVID-19 is no worse than other outbreaks that have occurred in Òevery election year,Ó suggesting that the new coronavirus is being ÒhypedÓ to hurt President Donald Trump.  ","You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ","COVID-19 is no worse than other outbreaks that have occurred in Òevery election year,Ó suggesting that the new coronavirus is being ÒhypedÓ to hurt President Donald Trump.  ","COVID-19 is not more severe than other outbreaks that have happened during Òeach election year,Ó implying that the new coronavirus is being ÒexaggeratedÓ to damage President Donald Trump's reputation.",paraphrase_generation
5252,1,Supermarkets are recalling coronavirus-infected toilet paper.  ,"You are a journalist. Given a 'passage', please paraphrase it. Do not generate any other word. The 'passage' is: ",Supermarkets are recalling coronavirus-infected toilet paper.  ,Supermarkets are recalling toilet paper that has been infected with the coronavirus.,paraphrase_generation
